,STRUCTURE_NUMBER_008,Rating_2011,Rating_2012,Rating_2013,Rating_2014,Rating_2015,Rating_2016,Rating_2017,Rating_2018,Rating_2019,Rating_2020
10465,876707,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10466,876708,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0
10467,876710,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10468,876718,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
10469,876719,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
10470,876721,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10471,876726,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10472,876727,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10473,876728,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10474,876729,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10475,876731,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0
10476,876732,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10477,876733,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10478,876734,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10479,876735,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10480,876736,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10481,876737,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10482,876738,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10483,876739,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10484,876740,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0
10485,877301,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10486,877302,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0
10487,877500,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10488,877501,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10489,878001,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10490,878101,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10491,878400,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10492,878500,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
10494,880004,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0
10495,880005,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
10496,880006,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10498,880018,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10499,880019,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10500,880020,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10502,880029,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0
10503,880030,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10509,880040,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10510,880041,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10511,880042,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10512,880044,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0
10513,880045,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10514,880047,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10515,880049,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10516,880050,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0
10517,880051,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0
10518,880052,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10519,880053,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10520,880057,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
10521,880058,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
10522,880059,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
10523,880060,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10524,880062,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10525,880063,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10526,880065,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
10527,880066,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10528,880067,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
10529,880068,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10532,880071,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10537,880076,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10538,880077,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0
10539,880085,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10540,880087,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10541,880088,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10542,880089,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0
10543,880090,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10544,880091,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10545,880092,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10546,880093,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10547,880094,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10548,880095,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10549,880096,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10550,880097,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0
10551,880098,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10552,880099,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10553,884003,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10554,884015,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10555,884016,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0
10556,884019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10557,884020,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10558,884022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10559,884023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10560,884024,6.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
10561,884027,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10562,884028,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10568,884036,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10569,884038,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10570,884039,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10573,884047,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10574,884053,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0
10575,884054,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10576,884055,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0
10577,884056,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10578,884057,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10579,884058,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
10580,884059,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10581,884060,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
10582,884061,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10583,884062,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10584,884063,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10585,884064,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10586,884065,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0
10587,884066,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10588,884067,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10589,884068,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10590,884069,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0
10591,884071,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10592,884072,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10593,884073,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0
10594,884074,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10595,884075,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0
10596,884076,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10597,884080,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10598,884081,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10599,884082,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0
10600,884083,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10601,884084,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10602,885601,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0
10603,885602,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10604,885603,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10605,885604,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0
10606,885605,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0
10609,885808,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0
10610,885809,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10611,885810,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10612,885811,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10613,885812,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10614,890001,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10615,890002,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10616,890003,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
10617,890004,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10618,890009,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10619,890011,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10620,890012,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10622,890014,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10623,890015,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0
10625,890021,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10626,890038,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10627,890039,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0
10628,890043,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10630,890048,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10631,890066,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10632,890067,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
10633,890068,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10634,890070,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
10636,890073,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10637,890074,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10638,890075,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10639,890076,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10640,890077,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
10641,890078,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
10642,890079,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
10643,890082,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10644,890083,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
10645,890084,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
10646,890085,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10647,890087,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10648,890090,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10649,890093,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10650,890101,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10651,890102,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10652,890103,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10653,890106,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
10654,890107,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10655,890108,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10656,890109,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10657,890110,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10658,890111,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10659,890112,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10660,890113,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10661,890114,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0
10662,890115,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10663,890116,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10664,890117,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10665,890118,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10666,890119,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10667,890120,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10668,890121,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10669,890122,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10670,890123,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10671,890126,8.0,8.0,8.0,8.0,8.0,5.0,7.0,7.0,7.0,7.0
10672,890127,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10673,890128,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10674,890129,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10675,890130,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10676,890131,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
10677,890132,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10678,890133,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10679,890134,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10680,890135,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10681,890138,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10682,890139,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10683,890141,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0
10684,890142,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10685,890143,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
10686,890144,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10687,890145,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10688,890146,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10689,890148,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10690,890149,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10691,890150,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10692,890151,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10693,890152,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0
10694,890153,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10695,890154,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10696,890155,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10697,890156,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10698,890157,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10699,890158,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10700,890159,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10701,890160,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10702,891000,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0
10704,894001,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10705,894003,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0
10706,894009,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10707,894014,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10708,894017,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
10709,894018,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10710,894019,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0
10711,894021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0
10712,894029,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10713,894031,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10714,894033,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10716,894038,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10717,894040,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10718,894041,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10719,894042,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10720,894044,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10721,894047,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10722,894048,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10723,894049,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10724,894050,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10725,894051,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10726,894052,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10727,894053,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10728,894054,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0
10729,894055,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10730,894056,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10731,894059,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10732,894060,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10733,894061,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10734,895501,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10735,895504,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10736,895505,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10737,900003,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10738,900016,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10739,900020,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
10740,900045,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
10741,900054,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10742,900073,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
10743,900074,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10744,900076,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10745,900077,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10746,900078,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10747,900080,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10748,900081,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
10749,900086,7.0,7.0,7.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0
10750,900088,7.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0
10751,900089,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10752,900090,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10753,900091,8.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0
10754,900092,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10755,900093,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0
10756,900094,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
10757,900095,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10758,900096,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0
10759,900097,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
10760,900098,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
10761,900099,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10762,900100,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10763,900101,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10764,900102,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0
10765,900103,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0
10766,900104,5.0,5.0,5.0,5.0,5.0,7.0,7.0,5.0,5.0,6.0
10767,900105,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10768,900106,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0
10769,900107,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10770,900108,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0
10771,900109,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
10772,900110,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0
10773,900111,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10774,900112,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10775,900113,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
10776,900114,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0
10777,900115,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
10778,900116,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0
10779,900117,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
10780,900125,7.0,7.0,7.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0
10781,900126,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
10782,900127,8.0,8.0,8.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0
10783,900128,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0
10784,900129,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10785,900130,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
10786,900131,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0
10787,900132,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10788,900133,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10789,900134,9.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0
10790,900135,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10791,900136,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
10792,900137,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
10793,900138,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0
10794,900139,8.0,8.0,8.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
10795,900801,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
